Bereich;Schlüssel;Untergruppe;Name;Bezeichnung;Beschreibung;Deploy6 (<Alle>);Test6 (<Alle>);Identisch
automotive;ignoremaxlelsnr_values;Automotive - Lieferabruf - Eingehender Lieferabruf;IGNOREMAXLELSNR_VALUES;Einstellungsmöglichkeiten zu Merkmal IGNOREMAXLELSNR in der Tabelle EDIPARTNER (Werte nicht ändern!);"Festlegung im Merkmal EDIPARTNER.IGNOREMAXLELSNR, ob bei der Transfermengenberechnung nach letzter Lieferschein-Nummer nach höchster Lieferschein-Nummer in einem anderen (nicht gültigen) Lieferabruf gesucht werden soll:
<br>1: Einstellung gemäß SysConf-Kenner IGNOREMAXLELSNR
<br>2: Suche nach letzer Lieferschein-Nummer ignorieren (unabhängig von SysConf-Einstellung)
<br>3: Nach letzer Lieferschein-Nummer suchen (unabhängig von SysConf-Einstellung)
";1: Einstellung gemäß SysConf-Kenner IGNOREMAXLELSNR,2: Suche nach letzter Lieferschein-Nummer ignorieren (unabhängig von SysConf-Einstellung),3: Nach letzter Lieferschein-Nummer suchen (unabhängig von SysConf-Einstellung);1: Einstellung gemäß SysConf-Kenner IGNOREMAXLELSNR,2: Suche nach letzter Lieferschein-Nummer ignorieren (unabhängig von SysConf-Einstellung),3: Nach letzter Lieferschein-Nummer suchen (unabhängig von SysConf-Einstellung);true 2
automotive;init_vconsilocation;Automotive - EDL (Externer Dienstleister);INIT_VCONSILOCATION;VK-Konsignationslager und Standort vom Typ ''Ware ausser Haus'' automatisch erzeugen;"Wird der Kenner gesetzt, erzeugt APplus ein VK-Konsignationslager und eien Standort vom Typ ""Ware ausser Haus"" zu einer Adresse automatisch, wenn beim Freigeben eines Auftrags mit der Art ''VK-Konsignationsauftrag'' oder beim Reservieren eines EDL-Lieferabrufs festgestellt ist, dass kein VK-Konsignationslager existiert.";false;false;true 2
automotive;labdeleteinvalid;Automotive - Lieferabruf - Eingehender Lieferabruf;LABDELETEINVALID;ungültigen Lieferabruf löschen;Ungültige Lieferabrufe werden automatisch gelöscht.;true;true;true 2
automotive;labdeleteinvalidbydate;Automotive - Lieferabruf - Eingehender Lieferabruf;LABDELETEINVALIDBYDATE;ungültige Lieferabrufe vor einem bestimmten Zeitraum löschen;"Auswertung dieses Eintrags bei folgender Funktionalität:
a) wenn SysConf-Schalter LABDELETEINVALID=true gesetzt wurde und ausgewertet wird, wird SysConf-Eintrag LABDELETEINVALIDBYDATE auch betrachtet: wenn LABDELETEINVALIDBYDATE > 0 (in Tagen), dann werden nur die ungültigen Lieferabrufe gelöscht, für die gilt DATUMNEU < HEUTE - LABDELETEINVALIDBYDATE d.h. falls LABDELETEINVALIDBYDATE = 100, dann werden nur die Lieferabrufe gelöscht, deren Abrufdatum mehr als 100 Tage in der Vergangenheit liegen.
b) Funktion ""Ungültige Löschen"" auf der Seite ""Lieferabruf (Eingang)"": Löschen aller ungültigen Lieferabrufe, deren Abrufdatum früher Heute - Anzahl Tage (LABDELETEINVALIDBYDATE) ist. Nur wenn LABDELETEINVALIDBYDATE = 0 oder leer ist, dann werden ALLE ungültigen Lieferabrufe gelöscht.
Standardmäßig werden nun alle Lieferabrufe, die älter als 2 Jahre (Wert=730) sind, gelöscht.";730;730;true 2
automotive;laboutkumulieren;Automotive - Lieferabruf - Ausgehender Lieferabruf;LABOUTKUMULIEREN;Identische Termine kumulieren;Falls bei der Erzeugung ausgehender Lieferabrufe mehrere Positionen mit identischen Terminen existieren, werden diese kumuliert.;true;true;true 2
automotive;laboutkumulierenrs;Automotive - Lieferabruf - Ausgehender Lieferabruf;LABOUTKUMULIERENRS;Rückstand/Sofortbedarf kumulieren;Falls bei der Erzeugung ausgehender Lieferabrufe mehrere Termine auf Rückstand/Sofortbedarf zu setzen sind, werden diese kumuliert.;true;true;true 2
automotive;laboutneuauto;Automotive - Lieferabruf - Ausgehender Lieferabruf;LABOUTNEUAUTO;Beim Automatischen Erzeugen einer Rahmenvertragsposition ausgehenden Lieferabruf mit Position erzeugen;"Mit aktiviertem Kenner wird nach erfolgreichem Erzeugen der Rahmenvertragsposition (Kenner Lieferabruf gesetzt) ein neuer ausgehender Lieferabruf mit dieser Position erzeugt.
Bislang wurde beim Erzeugen eines Bestellvorschlags in diesem Fall lediglich eine Rahmenvertragsposition statt einem Bestellvorschlag erzeugt.
Nun wird automatisch ein neuer ausgehender Lieferabruf mit einer oder mehreren Positionen erzeugt.
";true;true;true 2
automotive;labouttolerancehours;Automotive - Lieferabruf - Ausgehender Lieferabruf;LABOUTTOLERANCEHOURS;Toleranz-Zeitraum: Differenz in Stunden zwischen letztem Aktualisieren des Lieferabrufs und  spätester Änderung einer Rahmenvertragsposition;"Toleranz-Zeitraum: Differenz in Stunden zwischen letztem Aktualisieren des Lieferabrufs und spätester Änderung einer Rahmenvertragsposition.
Mögliche Werte:
<br>-1: keine Prüfung
<br> 0: immer prüfen, falls Lieferabruf veraltet ist
<br>&gt;0: nur prüfen, falls der Zeitraum größer oder gleich Anzahl Stunden
<br><b>Beispiel:</b><BR> 
Toleranz = 4 Stunden
18.06 15:00 letzte Änderung einer Rahmenvertragsposition
18.06 13:00 letzte Änderung des Lieferabrufs: 
=> keine Meldung da nur 2 Stunden Unterschied, ansonsten Hinweis
";0;0;true 2
automotive;labpospreview;Automotive - Lieferabruf - Eingehender Lieferabruf;LABPOSPREVIEW;Lieferabruf reservieren: Behandlung der Position mit  Datumsschlüssel 999999 (Vorschau);"In manchen Fällen kann es erforderlich sein, dass zu der Vorschau-Menge ein Liefer- und Abruftermin berechnet wird, damit diese Menge reserviert (disponiert) wird und somit frühzeitig mit der Beschaffung bzw. Fertigung der Sekundär-Bedarfe begonnen werden kann.
Liegt dieser Liefer-Termin innerhalb des Reservierungshorizont (falls vorhanden) bzw. fehlt der Reservierungshorizont, dann wird diese Positionsmenge reserviert. Daher wird diese Position wie die übrigen ""gültigen"" Positionen d.h. mit Termin bei der Reservierung behandelt. Das Berechnen des Liefertermins mit Datumschlüssel '999999' erfolgt nach Änderung der Position und bei jedem Reservieren des Lieferabrufs. Mittels des neuen SysConf-Eintrags LABPOSPREVIEW wird das o.g. Verhalten gesteuert:
 
0: Standard (Verhalten wie bisher: kein Datum ermitteln): da das Datum leer ist und die Positionen nach Datum sortiert werden, erscheint die Position i.d.R. als erstes. Andere Sortierkriterien können durch Klick auf die entsprechende Spalte gewählt werden.
1: Versanddatum und Abruftermin ermitteln und Position gegebenfalls reservieren: das Datum wird entweder auf einen Tag hinter die späteste Abruf-Position oder falls die späteste Position ein Sonderdatumsschlüssel der Form YY00WW oder YYMM00 oder YYWWWW ist, dann wird das Datum auf den nächsten Zeitraum (Periode) berechnet. Sonder-Datumsformate (Perioden) sind nur dann möglich, falls diese beim Einlesen der xml-Datei dem Datumsformat 555555' folgen.
Unterscheidung nach Datumsformat des Datumschlüssel der Position mit dem spätesten Lieferdatum: 
1.) Format YYMMDD (konkreter Termin): das Lieferdatum wird auf nächsten Tag der Position mit dem spätesten Lieferdatum gesetzt.
2.) Format YYMM00(innerhalb bestimmten Monat(Zeitraum)): das Lieferdatum wird auf den 1. Tag des nächsten Monat der Position mit dem spätesten Lieferdatum gesetzt.
3.) Format YYWWWW (von Kalenderwoche - bis Kalenderwoche): das Lieferdatum wird auf den 1. Tag der nächsten Woche der Position mit dem spätesten Lieferdatum gesetzt. Beispiel: '121012': das Datum wird auf den 1. Tag der 13. Kalenderwoche d.h. den 26.03.2012 gesetzt.
4.)Format YY00WW (in Kalenderwoche(Zeitraum)): das Lieferdatum wird auf den 1. Tag der nächsten Woche der Position mit dem spätesten Lieferdatum gesetzt. Beispiel: '120012': das Datum wird auf den 1. Tag der 13. Kalenderwoche d.h. den 26.03.2012 gesetzt.
 

";0;0;true 2
automotive;labrahmenkopieren;Automotive - Lieferabruf - Eingehender Lieferabruf;LABRAHMENKOPIEREN;bestehende Rahmenverträge kopieren;Falls beim Reservieren eines gültigen Lieferabrufs kein passender Rahmenvertrag gefunden wird, dann wird der letzte, freigegebene Rahmenvertrag automatisch kopiert und mit neuem Gültigkeitsbereich angelegt und freigegeben.;true;true;true 2
automotive;labrahmenneu;Automotive - Lieferabruf - Eingehender Lieferabruf;LABRAHMENNEU;Rahmenverträge neu anlegen;Ein Rahmenvertrag wird beim Reservieren eines Lieferabrufs automatisch angelegt und freigegeben, falls kein passender Rahmenvertrag gefunden wurde und eine Artikel-Kunden-Beziehung existiert.;true;true;true 2
automotive;labreserveafterimport;Automotive - Lieferabruf - Eingehender Lieferabruf;LABRESERVEAFTERIMPORT;Lieferabruf nach dem Import automatisch reservieren;Die Lieferabrufe werden nach dem Import der XML-Datei oder beim Aufruf des WebService automatisch in einer eigenen Transaktion reserviert.;true;true;true 2
automotive;labsetvalidcurrent;Automotive - Lieferabruf - Eingehender Lieferabruf;LABSETVALIDCURRENT;Aktueller Lieferabruf wird immer der gültige Lieferabruf;Beim Einlesen oder beim erneuten manuellen Reservieren von Lieferabrufen wird der aktuelle Lieferabruf immer gültig selbst wenn das DATUMNEU bzw.LIEFERABRUFNEU <b>nicht</b> der späteste bzw. höchste Wert ist;false;false;true 2
automotive;lagerhalterlsout;Automotive - Transport/LS;LAGERHALTERLSOUT;Lagerhalter;Lagerhalter-Schlüssel mit Bezeichnung.;_ DFÜ erstellt durch Lieferant,1 DFÜ erstellt durch EDL,S DFÜ erstellt durch Spedition;_ DFÜ erstellt durch Lieferant,1 DFÜ erstellt durch EDL,S DFÜ erstellt durch Spedition;true 2
automotive;lieferlistefab;Automotive - Feinabruf;LIEFERLISTEFAB;Lieferliste von Feinabrufen;Angabe, wie eine Lieferliste zeitlich erstellt wird.;T;T;true 2
automotive;lieferlistelab;Automotive - Lieferabruf - Eingehender Lieferabruf;LIEFERLISTELAB;Lieferliste von Lieferabrufen;Angabe, wie eine Lieferliste zeitlich erstellt wird.;Z;Z;true 2
automotive;lieferstatusschluesselfab;Automotive - Feinabruf;LIEFERSTATUSSCHLUESSELFAB;Lieferstatus-Schlüssel;Lieferstatus-Schlüssel mit Bezeichnung.;I Ist,P Soll;I Ist,P Soll;true 2
automotive;lieferunglsout;Automotive - Transport/LS;LIEFERUNGLSOUT;Lieferung;Lieferung-Schlüssel mit Bezeichnung.;_ Standard,J JIT-Lieferung,E Expreß-Lieferung;_ Standard,J JIT-Lieferung,E Expreß-Lieferung;true 2
automotive;liefscheinposanzahl;Automotive - Transport/LS;LIEFSCHEINPOSANZAHL;Lieferscheinpositionen pro Lieferschein;Legt fest, ob für jede LS-Pos. ein eigener LS angelegt werden soll oder ob mehrere LS-Pos. in einem LS zusammengefasst werden sollen. Die Einstellung 'Dialog' ermöglicht, dass diese Zuordnung erst beim Anlegen einer LS-Pos. zu treffen ist. LIEFSCHEINPOSANZAHL wird durch eine vorgenommene Einstellung im EDI-Partner Partner spezifisch übersteuert.;E;E;true 2
automotive;lkwartschluessel;Automotive - Transport/LS;LKWARTSCHLUESSEL;LKW-Art-Schlüssel;LKW-Art-Schlüssel mit Bezeichnung.;1 Norm LKW mit/ohne Anhänger,2 Sattelauflieger,3 Großraum-LKW mit/ohne Anhänger,4 Großraum Sattelauflieger;1 Norm LKW mit/ohne Anhänger,2 Sattelauflieger,3 Großraum-LKW mit/ohne Anhänger,4 Großraum Sattelauflieger;true 2
automotive;maxdatarows;Automotive - Interaktive Lieferliste;MAXDATAROWS;Anzahl Datensätze;Hier wird die Anzahl Datensätze angegeben, die maximal derzeit in der <b>interaktiven Lieferliste</b> geladen und angezeigt werden. Der Wert <b>0</b> bedeutet, dass alle Datensätze geladen werden. Eine lange Ladedauer kann aber unter Umständen zu Fehlern im Internet Explorer führen.;200;200;true 2
automotive;multisendtransportout;Automotive - Transport/LS - Ausgehender Transport;MULTISENDTRANSPORTOUT;Mehrere Transporte gleichzeitig verpacken, entnehmen und versenden;Mehrere Transporte zum gleichen EDI-Partner und Werk können <b>gemeinsam</b> automatisch verpackt, entnommen, versandfertig gesetzt und/oder versendet werden.;false;false;true 2
automotive;positiondisplayinterval;Automotive - Interaktive Lieferliste;POSITIONDISPLAYINTERVAL;Abruf-Positionsanzeige-Intervall;"In der interaktiven Lieferliste werden alle passenden Abruf-Positionen angezeigt, deren Versanddatum kleiner oder gleich HEUTE plus Anzahl Tage ist. Bei Eingabe der Anzahl= 0 werden alle passenden Abruf-Positionen angezeigt.
Beachte: zusätzlich wird der SysConf-Kenner ""SHOWDELIVEREDPOS"" ausgewertet: ist dieser nicht gesetzt, werden nur reservierte d.h. disponierte Abruf-Positionen geladen.";7;7;true 2
automotive;praeferenzstatus;Automotive - Transport/LS;PRAEFERENZSTATUS;Präferenz-Status;Präferenz-Status mit Bezeichnung.;G EU,W EG/EFTA,F Finnland,C Schweiz,O Österreich,S Schweden,N Norwegen,I Island,X nicht geprüft;G EU,W EG/EFTA,F Finnland,C Schweiz,O Österreich,S Schweden,N Norwegen,I Island,X nicht geprüft;true 2
automotive;printwa_layout;Automotive - Druckeinstellungen;PRINTWA_LAYOUT;Layout beim Druck von Warenanhängern;Layout beim Druck von (großen) Warenanhängern.;A4;A4;true 2
automotive;printwa_layout_klt;Automotive - Druckeinstellungen;PRINTWA_LAYOUT_KLT;Layout beim Druck von Warenanhängern für KLT;Layout beim Druck von Warenanhängern für KLT.;A4;A4;true 2
automotive;quittungtypversioniertenachricht;Automotive - Allgemeines;QUITTUNGTYPVERSIONIERTENACHRICHT;Quittierungsschlüssel einer versionierten EDI-Nachricht;Schlüssel über den Erfolg des Datenempfangs einer versionierten EDI-Nachricht (Quittierung);-1:Fehler beim Versenden einer Nachricht,0:(noch) keine Quittierung,1:Fehler beim Einlesen (bereits das Erzeugen eines XML-Dokuments schlug fehl),3:teilweise Fehler beim Einlesen (nicht alle Inhalte konnten in der Datenbank gespeichert werden),5:Fehler Konvertierung,6:Einlesen erfolgreich (alle Inhalte konnten zumindest in der Datenbank gespeichert werden),7:Einlesen erfolgreich aber Prüfung nicht erfolgreich,9:Einlesen und Verarbeitung erfolgreich,11:Fehler Prozess,12:versendet aber keine Empfangsbestätigung,14:Übertragung erfolgreich,15:versendet aber mit Fehlern bestätigt,18:beendet vor Versand/absichtlich terminiert;-1:Fehler beim Versenden einer Nachricht,0:(noch) keine Quittierung,1:Fehler beim Einlesen (bereits das Erzeugen eines XML-Dokuments schlug fehl),3:teilweise Fehler beim Einlesen (nicht alle Inhalte konnten in der Datenbank gespeichert werden),5:Fehler Konvertierung,6:Einlesen erfolgreich (alle Inhalte konnten zumindest in der Datenbank gespeichert werden),7:Einlesen erfolgreich aber Prüfung nicht erfolgreich,9:Einlesen und Verarbeitung erfolgreich,11:Fehler Prozess,12:versendet aber keine Empfangsbestätigung,14:Übertragung erfolgreich,15:versendet aber mit Fehlern bestätigt,18:beendet vor Versand/absichtlich terminiert;true 2
automotive;receivertest;Automotive - Allgemeines;RECEIVERTEST;Testbetrieb für den Receiver;Wenn dieser Schalter aktiviert ist, werden empfangene Daten nicht verarbeitet, sondern ausschließlich in der PT protokolliert.;false;false;true 2
automotive;report_abdatum;Automotive - Historie/Statistik Lieferabrufe (Eingang);REPORT_ABDATUM;Auswertung ab Anfang des laufenden Jahres oder Monats;Auswertung ab Anfang des laufenden Jahres oder Monats, in dem sich das Abrufdatum des aktuellen Lieferabrufs befindet.;0;0;true 2
automotive;report_showuntildays;Automotive - Historie/Statistik Lieferabrufe (Eingang);REPORT_SHOWUNTILDAYS;Anzahl Tage in die Vergangenheit ab Abrufdatum  des aktuellen Lieferabrufs;"Es werden in der Statistik nicht alle in der Vergangenheit liegenden Positionen, sondern nur die Positionen mit Lieferdatum größer dieses berechneten Datums dargestellt.
Die Default-Einstellung liegt bei 365 Tagen.";365;365;true 2
automotive;report_vorschauhorizont;Automotive - Historie/Statistik Lieferabrufe (Eingang);REPORT_VORSCHAUHORIZONT;Vorschauhorizont (in Tagen);Ist der Wert größer 0, dann werden ab dem Monat, der dem Monat aus Abrufdatum des aktuellen Lieferabruf-Kopfes + Anzahl Tage folgt, die Mengen des jeweiligen Lieferabrufs dieser Periode kumuliert.;60;60;true 2
automotive;resthorizont;Automotive - Lieferabruf - Ausgehender Lieferabruf;RESTHORIZONT;Resthorizont bei ausgehenden Lieferabrufen;Resthorizont bei ausgehenden Lieferabrufen (ca. in Tagen ab heute, aufgerundet auf den ersten Tag nach dem letzten vollständigen Intervall). Jenseits dieses Horizonts werden die verbliebenen Einzeltermine kumuliert als Rest angegeben.;180;180;true 2
automotive;savelabout;Automotive - Lieferabruf - Ausgehender Lieferabruf;SAVELABOUT;Speichern von ausgehenden Lieferabrufen;Legt fest, ob Lieferabrufe nur gesendet oder zusätzlich als Datei gespeichert werden sollen.;3;3;true 2
automotive;saveordrsp;Automotive - Auftragsänderung;SAVEORDRSP;Speichern von ausgehenden Auftragsänderungen;Legt fest, ob Auftragsänderungen nur gesendet oder zusätzlich als Datei gespeichert werden sollen.;1;1;true 2
automotive;saverechnungout;Automotive - Rechnungsausgang;SAVERECHNUNGOUT;Speichern von ausgehenden Rechnungen;Legt fest, ob Rechnungsausgänge nur gesendet oder zusätzlich als Datei gespeichert werden sollen.;3;3;true 2
automotive;saveshippingnotificationout;Automotive - Transport/LS - Ausgehender Transport;SAVESHIPPINGNOTIFICATIONOUT;Speichern von ausgehenden Speditionsauftragsdaten gemäß VDA 4920;Legt fest, ob Speditionsauftragsdaten (Speditionsavi) gemäß VDA 4920 nur gesendet oder zusätzlich als Datei gespeichert werden sollen;3;3;true 2
automotive;savetransportout;Automotive - Transport/LS - Ausgehender Transport;SAVETRANSPORTOUT;Speichern von ausgehenden Transporten;Legt fest, ob Transporte nur gesendet oder zusätzlich als Datei gespeichert werden sollen.;;;true 2
automotive;savexmlintoedipartnerfolder;Automotive - Allgemeines;SAVEXMLINTOEDIPARTNERFOLDER;Speichere ausgehende XML-Datei in einem Verzeichnis, das der Kunden-Nummer entspricht;"Wenn aktiviert, werden ausgehende XML-Dateien (Transport,Rechnung,Lieferabruf, Auftragsaenderung) in einen Unterordner von XMLDATAOUT gespeichert. Dieser Ordername entspricht der Kunden-Nummer, an den diese Nachricht versendet wird.
Ist das Verzeichnis nicht vorhanden, dann wird es angelegt.";false;false;true 2
automotive;sendlabdirect;Automotive - Lieferabruf - Ausgehender Lieferabruf;SENDLABDIRECT;Versenden von Lieferabrufen;Legt fest, ob Lieferabrufe nach dem Erzeugen sofort versendet werden sollen.;C;C;true 2
automotive;setvkrahmenposhist;Automotive - Lieferabruf - Eingehender Lieferabruf;SETVKRAHMENPOSHIST;Tabelle für die Auftragsbestandsstatistik u.a. befüllen;"Ist dieser Kenner gesetzt, wird die Tabelle VKRAHMENPOSHIST beim Reservieren eines Lieferabrufs befüllt, bei Entnahme, Storno,Rücksendung, Rechnung Stellen und dessen Storno aktualisiert und beim Ablösen des Abrufs z.T. wieder gelöscht.
Diese Tabelle ermöglicht statistische Auswertungen.";true;true;true 2
automotive;showdeliveredpos;Automotive - Interaktive Lieferliste;SHOWDELIVEREDPOS;bereits komplett entnommene Lieferabruf-Positionen anzeigen;In der interaktiven Lieferliste werden per Default alle reservierten Lieferabruf-Positionen angezeigt. Wird der Schalter deaktiviert, dann werden nur noch die Positionen angezeigt, die noch nicht vollständig entnommen wurden. Diese sind dann mit der Artikeldisposition verknüpft.;true;true;true 2
automotive;sonst_vorgang;Automotive - Gutschriftanzeige;SONST_VORGANG;Sonstige Vorgangsschlüssel;Sonstige Vorgangsschlüssel. Diese sind weder den Gutschriftanzeigen noch den Belastungsanzeigen zugeordnet. Entsprechende Nachrichten können zwar eingegeben/eingelesen, aber nicht weiterarbeitet werden.;99 Sonstiges,AAC Sonstiges;99 Sonstiges,AAC Sonstiges;true 2
automotive;statusedlentnahmemeldung;Automotive - EDL (Externer Dienstleister);STATUSEDLENTNAHMEMELDUNG;Status EDL-Entnahmemeldung;Status der EDL-Entnahmemeldung.;eingelesen,zugeordnet,verbucht,in Rechnung,storniert;eingelesen,zugeordnet,verbucht,in Rechnung,storniert;true 2
